timestamp,battery_soc_kwh,battery_charge_kw,battery_discharge_kw,grid_import_kw,grid_export_kw,curtailment_kw,degradation_pct,spot_price,pv_production,load,battery_power_kw,grid_net_kw
2024-12-09 07:00:00+01:00,25.77690802348337,0.0,0.5801634650504613,36.41774117411356,0.0,0.0,8.153946510110893e-05,1.4177157676128485,0.0,36.986301369863014,-0.5801634650504613,36.41774117411356
2024-12-09 08:00:00+01:00,25.165362035225055,0.0,0.5801634650504576,36.417741174113566,0.0,0.0,8.153946510110893e-05,1.0841667736363267,0.0,36.986301369863014,-0.5801634650504576,36.417741174113566
2024-12-09 09:00:00+01:00,24.553816046966737,0.0,0.5801634650504613,36.39696117411356,0.0,0.0,8.153946510110893e-05,1.5930143230726157,0.02078,36.986301369863014,-0.5801634650504613,36.39696117411356
2024-12-09 10:00:00+01:00,25.165362035225055,0.6446260722782904,0.0,35.073983076269435,0.0,0.0,8.153946510110893e-05,0.8288407584763364,2.5701,36.986301369863014,0.6446260722782904,35.073983076269435
2024-12-09 11:00:00+01:00,25.165362035225055,0.0,0.0,28.771671369863014,0.0,0.0,8.153946510110893e-05,1.0770416771622278,8.21463,36.986301369863014,0.0,28.771671369863014
2024-12-09 12:00:00+01:00,25.165362035225055,0.0,0.0,32.071931369863016,0.0,0.0,8.153946510110893e-05,1.1189681702085783,4.91437,36.986301369863014,0.0,32.071931369863016
2024-12-09 13:00:00+01:00,24.574682777105266,0.0,0.5603675466831133,36.417741174113566,0.0,0.0,8.153946510110893e-05,0.7664230303271425,0.0193999999999999,36.986301369863014,-0.5603675466831133,36.417741174113566
2024-12-09 14:00:00+01:00,23.963136788846953,0.0,0.5801634650504576,36.417741174113566,0.0,0.0,8.153946510110893e-05,1.036410083358969,0.0,36.986301369863014,-0.5801634650504576,36.417741174113566
2024-12-09 15:00:00+01:00,23.35159080058864,0.0,0.5801634650504576,36.417741174113566,0.0,0.0,8.153946510110893e-05,0.954590932170336,0.0,36.986301369863014,-0.5801634650504576,36.417741174113566
2024-12-09 16:00:00+01:00,22.740044812330325,0.0,0.5801634650504576,36.417741174113566,0.0,0.0,8.153946510110893e-05,0.955548635807524,0.0,36.986301369863014,-0.5801634650504576,36.417741174113566
2024-12-09 17:00:00+01:00,22.128498824072008,0.0,0.5801634650504613,36.41774117411356,0.0,0.0,8.153946510110893e-05,1.6844781399219166,0.0,36.986301369863014,-0.5801634650504613,36.41774117411356
2024-12-09 18:00:00+01:00,22.740044812330325,0.6446260722782904,0.0,27.370110473529703,0.0,0.0,8.153946510110893e-05,0.97405496903429,0.0,26.712328767123285,0.6446260722782904,27.370110473529703
2024-12-09 19:00:00+01:00,22.128498824072008,0.0,0.5801634650504613,26.143768571373833,0.0,0.0,8.153946510110893e-05,1.3583863698192462,0.0,26.712328767123285,-0.5801634650504613,26.143768571373833
2024-12-09 20:00:00+01:00,21.51695283581369,0.0,0.5801634650504613,26.143768571373833,0.0,0.0,8.153946510110893e-05,1.415937026302386,0.0,26.712328767123285,-0.5801634650504613,26.143768571373833
