timestamp,month,pv_kw,load_kw,grid_import_kw,grid_export_kw,battery_charge_kw,battery_discharge_kw,battery_energy_kwh,soc_pct,spot_price_nok
2024-12-19 18:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,0.0,10.447517580864886,26.118793952162218,1.5487257479251515
2024-12-19 19:00:00,12,0.0,6.479015189691166,0.48469599169466715,0.0,0.0,6.11665224285357,4.0,10.0,1.5832138625992933
2024-12-19 20:00:00,12,0.0,6.479015189691166,13.974752139215864,0.0,7.3458222105342035,0.0,10.968858841582303,27.42214710395576,0.8146054940786267
2024-12-19 21:00:00,12,0.0,6.479015189691166,0.0,0.0,0.0,6.611239989480782,4.0,10.0,1.0777481144652978
2024-12-19 22:00:00,12,0.0,6.479015189691166,37.531255273198475,0.0,30.43119528183716,0.0,32.86956670359251,82.17391675898128,0.5610820037227701
2024-12-19 23:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,0.0,32.86956670359251,82.17391675898128,0.822105268797347
2024-12-20 00:00:00,12,0.0,6.479015189691166,9.84612378828867,0.0,3.2997664266255535,0.0,36.0,90.0,0.6681840817936514
2024-12-20 01:00:00,12,0.0,6.479015189691166,0.0,23.271693037172945,0.0,30.35786553761644,4.0,10.0,1.4341739046874689
2024-12-20 02:00:00,12,0.0,6.479015189691166,9.84612378828867,0.0,3.2997664266255535,0.0,7.130433296407489,17.826083241018722,0.5886081493363994
2024-12-20 03:00:00,12,0.0,6.479015189691166,37.531255273198475,0.0,30.43119528183716,0.0,36.0,90.0,0.5749339980369231
2024-12-20 04:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,0.0,36.0,90.0,0.7247658918079813
2024-12-20 05:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,-0.0,36.0,90.0,1.0202483000515004
2024-12-20 06:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,-0.0,36.0,90.0,1.2558065435454917
2024-12-20 07:00:00,12,0.0,26.995896623713193,0.0,0.0,0.0,27.546833289503258,6.963088160073738,17.407720400184346,1.5592864073653103
2024-12-20 08:00:00,12,0.0,26.995896623713193,26.995896623713193,0.0,0.0,0.0,6.963088160073738,17.407720400184346,1.1441571913367057
2024-12-20 09:00:00,12,2.622,37.79425527319847,35.17225527319847,0.0,0.0,0.0,6.963088160073738,17.407720400184346,1.1053812343598373
2024-12-20 10:00:00,12,13.759,37.79425527319847,37.531255273198475,0.0,13.226080000000001,0.0,19.510449354753682,48.77612338688421,1.018941337956499
2024-12-20 11:00:00,12,0.43699999999999994,37.79425527319847,37.357255273198476,0.0,0.0,0.0,19.510449354753682,48.77612338688421,1.1579345622373691
2024-12-20 12:00:00,12,10.985,30.235404218558777,21.715626318553827,0.0,2.41591765799515,0.0,21.802390086358994,54.505975215897486,1.06107515711963
2024-12-20 13:00:00,12,9.581,35.63458354330142,37.531255273198475,0.0,11.248118295299117,0.0,32.47329204760568,81.18323011901421,1.0142355670368506
2024-12-20 14:00:00,12,0.0,35.63458354330142,37.531255273198475,0.0,1.8587382952991167,0.0,34.23664602380284,85.59161505950709,0.932712184965171
2024-12-20 15:00:00,12,0.0,35.63458354330142,37.531255273198475,0.0,1.8587382952991167,0.0,36.0,90.0,0.9125161903515469
2024-12-20 16:00:00,12,0.0,23.756389028867613,0.0,0.0,0.0,24.241213294762872,10.447517580864886,26.118793952162218,1.514983612422604
2024-12-20 17:00:00,12,0.0,23.756389028867613,23.756389028867613,0.0,0.0,0.0,10.447517580864886,26.118793952162218,1.1930862071659631
2024-12-20 18:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,0.0,10.447517580864886,26.118793952162218,1.200700420339211
2024-12-20 19:00:00,12,0.0,6.479015189691166,0.48469599169466715,0.0,0.0,6.11665224285357,4.0,10.0,1.4101320087553273
2024-12-20 20:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,-0.0,4.0,10.0,1.09349658610507
2024-12-20 21:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,-0.0,4.0,10.0,0.9667188912893616
2024-12-20 22:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,-0.0,4.0,10.0,0.6673673108620026
2024-12-20 23:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,0.0,4.0,10.0,0.5559637517245144
2024-12-21 00:00:00,12,0.0,5.399179324742639,37.531255273198475,0.0,31.489434429486717,0.0,33.873500508310855,84.68375127077714,0.5107770401491372
2024-12-21 01:00:00,12,0.0,5.399179324742639,7.686452058391619,0.0,2.2415272789759997,0.0,36.0,90.0,0.5277196973251275
2024-12-21 02:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.5766674930949991
2024-12-21 03:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,-0.0,36.0,90.0,0.6853192239889266
2024-12-21 04:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.6105507893036365
2024-12-21 05:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,-0.0,36.0,90.0,0.9715936231788904
2024-12-21 06:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.8782516234449556
2024-12-21 07:00:00,12,0.0,5.399179324742639,0.0,0.0,0.0,5.509366657900652,30.192617632014745,75.48154408003687,1.332873609055573
2024-12-21 08:00:00,12,0.0,5.399179324742639,0.0,18.95234957737883,0.0,24.848498879715784,4.0,10.0,1.4958076276065626
2024-12-21 09:00:00,12,0.0,5.399179324742639,13.71285948671158,0.0,8.14740655872956,0.0,11.729308524693947,29.323271311734867,0.7865476971429
2024-12-21 10:00:00,12,0.013,5.399179324742639,0.0,0.0,0.0,5.496101351778203,5.935909017110799,14.839772542776997,1.0324859727812266
2024-12-21 11:00:00,12,0.37799999999999995,5.399179324742639,5.021179324742639,0.0,0.0,0.0,5.935909017110799,14.839772542776997,0.9149079863762196
2024-12-21 12:00:00,12,0.205,5.399179324742639,37.531255273198475,0.0,31.690334429486715,0.0,36.0,90.0,0.697939575892336
2024-12-21 13:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.8925608340813115
2024-12-21 14:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,1.0036023415447335
2024-12-21 15:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,-0.0,0.0,36.0,90.0,0.8505304885076193
2024-12-21 16:00:00,12,0.0,5.399179324742639,0.0,0.0,0.0,5.509366657900652,30.192617632014745,75.48154408003687,1.2124839947585555
2024-12-21 17:00:00,12,0.0,5.399179324742639,0.0,18.95234957737883,0.0,24.848498879715784,4.0,10.0,1.415013010534484
2024-12-21 18:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,-0.0,4.0,10.0,1.0826484977829185
2024-12-21 19:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,4.0,10.0,0.9082203724759216
2024-12-21 20:00:00,12,0.0,5.399179324742639,11.645626782679887,0.0,6.121518508778503,0.0,9.807382367985253,24.518455919963134,0.6903222591931985
2024-12-21 21:00:00,12,0.0,5.399179324742639,0.0,0.0,0.0,5.509366657900652,4.0,10.0,0.8852090384136386
2024-12-21 22:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,-0.0,0.0,4.0,10.0,0.6136297071842733
2024-12-21 23:00:00,12,0.0,5.399179324742639,7.686452058391614,0.0,2.2415272789759957,0.0,6.126499491689142,15.316248729222853,0.5313546819348418
2024-12-22 00:00:00,12,0.0,5.399179324742639,37.531255273198475,0.0,31.489434429486717,0.0,36.0,90.0,0.5257035284683818
2024-12-22 01:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.6407750981195027
2024-12-22 02:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,-0.0,0.0,36.0,90.0,0.5835187579515574
2024-12-22 03:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,-0.0,0.0,36.0,90.0,0.6077412105528307
2024-12-22 04:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.6414669484152505
2024-12-22 05:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.6929808083035587
2024-12-22 06:00:00,12,0.0,5.399179324742639,0.0,0.0,0.0,5.509366657900652,30.192617632014745,75.48154408003687,1.257712714525753
2024-12-22 07:00:00,12,0.0,5.399179324742639,0.0,0.0,0.0,5.509366657900652,24.38523526402949,60.96308816007372,1.1023854099145067
2024-12-22 08:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,24.38523526402949,60.96308816007372,0.8839946131321087
2024-12-22 09:00:00,12,0.573,5.399179324742639,17.31907424061714,0.0,12.243037017557011,0.0,36.0,90.0,0.8620211719754366
2024-12-22 10:00:00,12,0.504,5.399179324742639,4.895179324742639,0.0,0.0,-0.0,36.0,90.0,1.1149950909548854
2024-12-22 11:00:00,12,0.152,5.399179324742639,0.0,24.503528902121474,0.0,30.35786553761644,4.0,10.0,1.999701240804522
2024-12-22 12:00:00,12,2.671,5.399179324742639,2.7281793247426394,0.0,0.0,0.0,4.0,10.0,0.7871131803749811
2024-12-22 13:00:00,12,12.719999999999999,5.399179324742639,27.098528006847452,0.0,33.730961708462715,0.0,36.0,90.0,0.7153177436701598
2024-12-22 14:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.9009938612301286
2024-12-22 15:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,-0.0,0.0,36.0,90.0,0.7625380868498253
2024-12-22 16:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,36.0,90.0,0.821962807145767
2024-12-22 17:00:00,12,0.0,5.399179324742639,0.0,24.351528902121473,0.0,30.35786553761644,4.0,10.0,1.3735436328422557
2024-12-22 18:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,4.0,10.0,1.016397602696415
2024-12-22 19:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,-0.0,4.0,10.0,1.087532047744399
2024-12-22 20:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,-0.0,0.0,4.0,10.0,0.739298455246862
2024-12-22 21:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,0.0,0.0,4.0,10.0,0.7940590037060653
2024-12-22 22:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,-0.0,0.0,4.0,10.0,0.716101324783632
2024-12-22 23:00:00,12,0.0,5.399179324742639,5.399179324742639,0.0,-0.0,0.0,4.0,10.0,0.6593132216604469
2024-12-23 00:00:00,12,0.0,6.479015189691166,6.479015189691166,0.0,0.0,0.0,4.0,10.0,0.7676174486764606
