,production_dc_kw,production_ac_kw,consumption_kw,grid_power_kw,battery_power_ac_kw,battery_soc_kwh,curtailment_kw,spot_price
2020-01-09 05:00:00,0.0,0.0,57.764571353075624,57.764571353075624,0.0,0.0,0.0,0.42940952255126036
2020-01-09 06:00:00,0.0,0.0,50.00000000000017,50.00000000000017,0.0,0.0,0.0,0.3000000000000028
2020-01-09 07:00:00,0.0,0.0,57.7645713530755,57.7645713530755,0.0,0.0,0.0,0.42940952255125836
2020-01-09 08:00:00,0.0,0.0,64.99999999999993,64.99999999999993,0.0,0.0,0.0,0.5499999999999988
2020-01-09 09:00:00,0.0,0.0,71.21320343559626,71.21320343559626,0.0,0.0,0.0,0.6535533905932709
2020-01-09 10:00:00,9.9756,9.47682,75.98076211353316,66.50394211353316,0.0,0.0,0.0,0.7330127018922195
2020-01-09 11:00:00,9.589115789473684,9.10966,78.97777478867206,69.86811478867206,0.0,0.0,0.0,0.7829629131445344
2020-01-09 12:00:00,1.0952736842105264,1.04051,80.0,78.95949,0.0,0.0,0.0,0.8
2020-01-09 13:00:00,3.7437684210526316,3.55658,78.97777478867206,75.42119478867207,0.0,0.0,0.0,0.7829629131445344
2020-01-09 14:00:00,1.1784000000000001,1.11948,75.98076211353317,74.86128211353318,0.0,0.0,0.0,0.7330127018922196
2020-01-09 15:00:00,0.0,0.0,71.21320343559641,71.21320343559641,0.0,0.0,0.0,0.6535533905932736
2020-01-09 16:00:00,0.0,0.0,65.00000000000013,65.00000000000013,0.0,0.0,0.0,0.5500000000000023
2020-01-09 17:00:00,0.0,0.0,57.76457135307573,57.76457135307573,0.0,0.0,0.0,0.42940952255126213
2020-01-09 18:00:00,0.0,0.0,50.000000000000064,50.000000000000064,0.0,0.0,0.0,0.3000000000000011
2020-01-09 19:00:00,0.0,0.0,57.7645713530754,57.7645713530754,0.0,0.0,0.0,0.4294095225512566
2020-01-09 20:00:00,0.0,0.0,64.99999999999983,64.99999999999983,0.0,0.0,0.0,0.5499999999999973
2020-01-09 21:00:00,0.0,0.0,71.21320343559647,71.21320343559647,0.0,0.0,0.0,0.6535533905932746
2020-01-09 22:00:00,0.0,0.0,75.98076211353322,75.98076211353322,0.0,0.0,0.0,0.7330127018922202
2020-01-09 23:00:00,0.0,0.0,78.97777478867204,78.97777478867204,0.0,0.0,0.0,0.7829629131445339
2020-01-10 00:00:00,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.8
2020-01-10 01:00:00,0.0,0.0,78.97777478867204,78.97777478867204,0.0,0.0,0.0,0.7829629131445339
2020-01-10 02:00:00,0.0,0.0,75.98076211353323,75.98076211353323,0.0,0.0,0.0,0.7330127018922205
2020-01-10 03:00:00,0.0,0.0,71.2132034355965,71.2132034355965,0.0,0.0,0.0,0.6535533905932749
2020-01-10 04:00:00,0.0,0.0,65.00000000000004,65.00000000000004,0.0,0.0,0.0,0.5500000000000007
2020-01-10 05:00:00,0.0,0.0,57.76457135307584,57.76457135307584,0.0,0.0,0.0,0.4294095225512639
2020-01-10 06:00:00,0.0,0.0,50.00000000000018,50.00000000000018,0.0,0.0,0.0,0.30000000000000293
2020-01-10 07:00:00,0.0,0.0,57.764571353075496,57.764571353075496,0.0,0.0,0.0,0.42940952255125825
2020-01-10 08:00:00,0.0,0.0,65.00000000000011,65.00000000000011,0.0,0.0,0.0,0.5500000000000018
2020-01-10 09:00:00,9.310557894736844,8.845030000000001,71.2132034355964,62.3681734355964,0.0,0.0,0.0,0.6535533905932732
2020-01-10 10:00:00,28.357536842105265,26.93966,75.98076211353316,49.04110211353316,0.0,0.0,0.0,0.7330127018922192
2020-01-10 11:00:00,28.26128421052632,26.84822,78.97777478867206,52.12955478867207,0.0,0.0,0.0,0.7829629131445344
2020-01-10 12:00:00,24.997336842105263,23.74747,80.0,56.25253,0.0,0.0,0.0,0.8
2020-01-10 13:00:00,18.46507368421053,17.54182,78.97777478867206,61.43595478867206,0.0,0.0,0.0,0.7829629131445345
2020-01-10 14:00:00,1.0821473684210527,1.02804,75.98076211353317,74.95272211353317,0.0,0.0,0.0,0.7330127018922197
2020-01-10 15:00:00,0.0,0.0,71.21320343559657,71.21320343559657,0.0,0.0,0.0,0.6535533905932762
2020-01-10 16:00:00,0.0,0.0,65.00000000000014,65.00000000000014,0.0,0.0,0.0,0.5500000000000023
2020-01-10 17:00:00,0.0,0.0,57.76457135307574,57.76457135307574,0.0,0.0,0.0,0.4294095225512623
2020-01-10 18:00:00,0.0,0.0,50.000000000000284,50.000000000000284,0.0,0.0,0.0,0.30000000000000476
2020-01-10 19:00:00,0.0,0.0,57.764571353075596,57.764571353075596,0.0,0.0,0.0,0.42940952255125986
2020-01-10 20:00:00,0.0,0.0,65.00000000000001,65.00000000000001,0.0,0.0,0.0,0.5500000000000003
2020-01-10 21:00:00,0.0,0.0,71.21320343559647,71.21320343559647,0.0,0.0,0.0,0.6535533905932744
2020-01-10 22:00:00,0.0,0.0,75.9807621135331,75.9807621135331,0.0,0.0,0.0,0.7330127018922183
2020-01-10 23:00:00,0.0,0.0,78.97777478867204,78.97777478867204,0.0,0.0,0.0,0.7829629131445339
2020-01-11 00:00:00,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.8
2020-01-11 01:00:00,0.0,0.0,78.97777478867204,78.97777478867204,0.0,0.0,0.0,0.782962913144534
2020-01-11 02:00:00,0.0,0.0,75.98076211353323,75.98076211353323,0.0,0.0,0.0,0.7330127018922206
2020-01-11 03:00:00,0.0,0.0,71.21320343559665,71.21320343559665,0.0,0.0,0.0,0.6535533905932776
2020-01-11 04:00:00,0.0,0.0,65.00000000000006,65.00000000000006,0.0,0.0,0.0,0.5500000000000008
2020-01-11 05:00:00,0.0,0.0,57.76457135307543,57.76457135307543,0.0,0.0,0.0,0.4294095225512572
2020-01-11 06:00:00,0.0,0.0,50.00000000000003,50.00000000000003,0.0,0.0,0.0,0.3000000000000005
2020-01-11 07:00:00,0.0,0.0,57.76457135307549,57.76457135307549,0.0,0.0,0.0,0.4294095225512581
2020-01-11 08:00:00,0.0,0.0,65.0000000000001,65.0000000000001,0.0,0.0,0.0,0.5500000000000017
2020-01-11 09:00:00,0.0,0.0,71.2132034355964,71.2132034355964,0.0,0.0,0.0,0.6535533905932731
2020-01-11 10:00:00,0.774421052631579,0.7357,75.98076211353305,75.24506211353305,0.0,0.0,0.0,0.7330127018922175
2020-01-11 11:00:00,0.4871157894736842,0.46276,78.97777478867206,78.51501478867206,0.0,0.0,0.0,0.7829629131445344
2020-01-11 12:00:00,1.5065473684210526,1.43122,80.0,78.56878,0.0,0.0,0.0,0.8
2020-01-11 13:00:00,0.4856526315789474,0.46137,78.97777478867212,78.51640478867212,0.0,0.0,0.0,0.7829629131445355
2020-01-11 14:00:00,0.0,0.0,75.98076211353319,75.98076211353319,0.0,0.0,0.0,0.7330127018922197
2020-01-11 15:00:00,0.0,0.0,71.21320343559657,71.21320343559657,0.0,0.0,0.0,0.6535533905932762
2020-01-11 16:00:00,0.0,0.0,64.99999999999996,64.99999999999996,0.0,0.0,0.0,0.5499999999999994
2020-01-11 17:00:00,0.0,0.0,57.764571353075745,57.764571353075745,0.0,0.0,0.0,0.4294095225512624
2020-01-11 18:00:00,0.0,0.0,50.000000000000135,50.000000000000135,0.0,0.0,0.0,0.3000000000000022
2020-01-11 19:00:00,0.0,0.0,57.76457135307559,57.76457135307559,0.0,0.0,0.0,0.42940952255125975
2020-01-11 20:00:00,0.0,0.0,64.99999999999983,64.99999999999983,0.0,0.0,0.0,0.549999999999997
2020-01-11 21:00:00,0.0,0.0,71.21320343559645,71.21320343559645,0.0,0.0,0.0,0.6535533905932743
2020-01-11 22:00:00,0.0,0.0,75.9807621135331,75.9807621135331,0.0,0.0,0.0,0.7330127018922183
2020-01-11 23:00:00,0.0,0.0,78.97777478867198,78.97777478867198,0.0,0.0,0.0,0.7829629131445328
2020-01-12 00:00:00,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.8
2020-01-12 01:00:00,0.0,0.0,78.9777747886721,78.9777747886721,0.0,0.0,0.0,0.782962913144535
2020-01-12 02:00:00,0.0,0.0,75.98076211353313,75.98076211353313,0.0,0.0,0.0,0.7330127018922188
2020-01-12 03:00:00,0.0,0.0,71.21320343559651,71.21320343559651,0.0,0.0,0.0,0.6535533905932751
2020-01-12 04:00:00,0.0,0.0,64.99999999999987,64.99999999999987,0.0,0.0,0.0,0.5499999999999978
2020-01-12 05:00:00,0.0,0.0,57.764571353075645,57.764571353075645,0.0,0.0,0.0,0.42940952255126075
2020-01-12 06:00:00,0.0,0.0,50.00000000000019,50.00000000000019,0.0,0.0,0.0,0.30000000000000315
2020-01-12 07:00:00,0.0,0.0,57.76457135307569,57.76457135307569,0.0,0.0,0.0,0.4294095225512614
2020-01-12 08:00:00,0.0,0.0,64.99999999999991,64.99999999999991,0.0,0.0,0.0,0.5499999999999985
2020-01-12 09:00:00,0.5877473684210526,0.55836,71.21320343559623,70.65484343559623,0.0,0.0,0.0,0.6535533905932706
