timestamp,P_charge_kw,P_discharge_kw,P_grid_import_kw,P_grid_export_kw,E_battery_kwh,P_curtail_kw,soc_percent
2024-05-19 14:00:00,30.0,26.22644871326605,0.0,70.0,24.454532077036724,20.156023063708542,61.136330192591814
2024-05-19 15:00:00,0.0,0.7735512867339485,0.0,66.42379699881755,27.85072823509728,0.0,69.6268205877432
2024-05-19 16:00:00,0.0,0.7735512867339485,0.0,44.67824161284587,27.154532077036723,0.0,67.8863301925918
2024-05-19 17:00:00,0.0,0.7735512867339485,0.0,18.66251511706553,26.458335918976168,0.0,66.14583979744042
2024-05-19 18:00:00,0.0,2.1999045273244366,0.0,0.0,25.762139760915613,0.0,64.40534940228903
2024-05-19 19:00:00,0.0,0.7735512867339485,9.899229901292678,0.0,23.78222568632362,0.0,59.455564215809055
2024-05-19 20:00:00,0.0,17.80952141297601,0.0,0.0,23.086029528263065,0.0,57.71507382065766
2024-05-19 21:00:00,0.0,0.7735512867339485,11.750098174158117,0.0,7.057460256584655,0.0,17.643650641461637
2024-05-19 22:00:00,0.0,0.7735512867339485,9.305006126058752,0.0,6.361264098524101,0.0,15.903160246310252
2024-05-19 23:00:00,0.8595014297043873,0.0,15.21062370284105,0.0,5.665067940463548,0.0,14.162669851158869
2024-05-20 00:00:00,0.0,0.7735512867339485,17.41327928975642,0.0,6.4386192271974965,0.0,16.09654806799374
2024-05-20 01:00:00,0.0,0.0,18.98004866951293,0.0,5.742423069136943,0.0,14.356057672842356
2024-05-20 02:00:00,0.0,0.0,19.67170569437489,0.0,5.742423069136943,0.0,14.356057672842356
2024-05-20 03:00:00,0.0,0.7735512867339485,16.97135967285018,0.0,5.742423069136943,0.0,14.356057672842356
2024-05-20 04:00:00,0.8595014297043873,0.0,20.239868626219796,0.0,5.046226911076389,0.0,12.615567277690973
2024-05-20 05:00:00,0.0,0.7735512867339485,13.24916152638076,0.0,5.819778197810338,0.0,14.549445494525845
2024-05-20 06:00:00,0.0,0.7735512867339485,30.103535515830522,0.0,5.123582039749785,0.0,12.808955099374462
2024-05-20 07:00:00,0.0,0.7735512867339485,17.887273701404293,0.0,4.427385881689231,0.0,11.068464704223077
2024-05-20 08:00:00,0.0,0.0,0.0,4.555465681123636,4.0,0.0,10.0
2024-05-20 09:00:00,0.0,-0.0,0.0,40.9978443218886,4.0,0.0,10.0
2024-05-20 10:00:00,0.8595014297043873,0.0,0.0,24.85237740485639,4.0,0.0,10.0
2024-05-20 11:00:00,0.8595014297043873,0.0,0.0,17.971639966493598,4.773551286733949,0.0,11.933878216834874
2024-05-20 12:00:00,0.0,0.0,0.0,26.328983931610786,5.547102573467898,0.0,13.867756433669745
2024-05-20 13:00:00,0.8595014297043873,0.0,0.0,57.933459753170816,5.547102573467898,0.0,13.867756433669745
2024-05-20 14:00:00,0.8595014297043873,0.0,0.0,44.55352777650865,6.320653860201847,0.0,15.801634650504617
2024-05-20 15:00:00,0.0,0.7735512867339485,0.0,40.12292297841469,7.094205146935796,0.0,17.73551286733949
2024-05-20 16:00:00,0.8595014297043873,0.0,0.0,14.245331843373222,6.398008988875242,0.0,15.995022472188106
2024-05-20 17:00:00,0.0,0.7735512867339485,19.099352786913883,0.0,7.171560275609191,0.0,17.928900689022978
